Date,Parent org,Brand,Product Id,Product View Count
2024-06-30,loreal_org,lorealparis,3600523192687,182
2024-05-10,loreal_org,lorealparis,3600523985470,8276
2024-05-03,loreal_org,lorealprofessionnel,83274652376434,125
2024-05-21,loreal_org,lorealprofessionnel,6B8037C1F578E0BB5280992206303115,5
2024-05-02,unilever_org,kwalitywalls,D33805A4A18DDD1ADCC66DB550F28257,194
2024-05-15,nestle_org,nestle,76575464646435,1
2024-05-09,itc_org,aashirvaadmultigrain,8901725121648,5
2024-05-18,unilever_org,smartpick,8901030690396,22
2024-05-04,colgatepalmolive_org,colgate,282B8B1E67FAA88D44A3B13E21A56379,16
2024-05-07,unilever_org,kwalitywalls,26C6F037E6BB46188050A29CE36B1659,22
2024-05-17,loreal_org,lorealprofessionnel,8901526401604,1
2024-06-23,unilever_org,lipton,8901030780028,86
2024-05-22,unilever_org,lipton,8901030780028,134
2024-05-18,loreal_org,matrix,8901526408047,3
2024-06-23,loreal_org,lorealparis,3600523192687,55
2024-06-26,loreal_org,maybelline,8901526006601,179
2024-05-19,unilever_org,surfexcel,8901030564215,37
2024-05-22,unilever_org,horlicks,8901030807220,4600
2024-05-21,mondelezinternational_org,cadburybournville,7622201505431,26
2024-06-23,unilever_org,lipton,8901030559303,88
2024-05-16,unilever_org,surfexcel,8901030725685,136
2024-06-26,godrej_org,protekt,8901023022852,1
2024-05-02,loreal_org,matrix,8901526408009,4
2024-05-10,gsk_org,sensodyne,7B3012C871112F683D98D4CA46F3A268,1
2024-05-13,unilever_org,boost,8901571000043,30
2024-06-26,mondelez_org,cadburybournville,8901233021706,38
2024-06-24,unilever_org,sunsilk,8901030610899,260
2024-05-01,unilever_org,knorr,8901030516276,16
2024-06-24,colgatepalmolive_org,palmolive,8901314006158,1
2024-05-10,kcl_org,huggies,8904009617998,14
2024-05-18,godrej_org,protekt,8901023017988,1
2024-05-12,unilever_org,horlicks,8901030820021,162
2024-06-31,unilever_org,kwalitywalls,3E971F33682AFFBE7BCB582CFE7DF297,27
2024-05-11,godrej_org,hit,8901023014291,26
2024-05-03,unilever_org,bru,8901030373916,6
2024-05-19,mamaearth_org,mamaearth,8906087771807,65
2024-05-13,unilever_org,vaseline,8A3ADA89A608369F464A3DC056A71E7B,88
2024-05-02,loreal_org,maybelline,6902395682998,171
2024-05-10,godrej_org,protekt,8901023022852,3
2024-05-03,unilever_org,ponds,E97CB6BC3E1EE85BF554AA4BB0E87AFB,35
2024-06-28,colgatepalmolive_org,colgate,8901314116420,2
2024-05-15,mondelezinternational_org,cadburybournville,7622201505318,38
2024-06-26,godrej_org,hit,8901023019029,254
2024-06-30,unilever_org,kwalitywalls,4F8BD5812CD2AFEC5FAC7E547561A25F,68
2024-05-13,loreal_org,maybelline,6902395788751,449
2024-05-06,unilever_org,kissan,8901030673917,13
2024-05-06,unilever_org,smartpick,8901030629211,21
2024-05-01,unilever_org,kwalitywalls,38E763EB1497434CB3A44C7E704BB19E,97
2024-06-30,nestle_org,maggispicemix,8723452836542,2
2024-05-22,itc_org,aashirvaadnaturessuperfoods,8901725106966,111
2024-05-11,gsk_org,sensodyne,SEN4512001120,83
2024-05-11,unilever_org,knorr,8901030618581,24
2024-05-17,nestle_org,nescafe,82345625348312,4
2024-05-21,loreal_org,maybelline,A47B74FF7E9190CE84C170EB64A77BEB,220
2024-05-22,godrej_org,hit,8901023014291,10
2024-05-19,godrej_org,protekt,8901023018442,6
2024-06-30,unilever_org,vaseline,8901030733680,10
2024-05-15,unilever_org,knorr,8901030461224,13
2024-05-10,loreal_org,garnier,8901526006557,143
2024-05-15,gsk_org,sensodyne,senso8234523978,45
2024-06-31,itc_org,aashirvaadnaturessuperfoods,8901725106966,81
2024-05-16,loreal_org,lorealprofessionnel,3474636391097,1
2024-06-27,unilever_org,lipton,8901030546488,115
2024-05-07,unilever_org,cornetto,D10C03168ACDED19B50FCD39637C26CC,4
2024-05-16,shortlyst_org,shortlyst,Loreal_MicroEssence1234,5
2024-06-31,loreal_org,lorealprofessionnel,lorealprofessionnel,6
2024-05-05,itc_org,aashirvaadmultigrain,8901725121648,4
2024-05-21,kimberlyclark_org,huggies,8904009617998,5
2024-06-23,mamaearth_org,mamaearth,8906087771807,59
2024-06-30,godrej_org,hit,8901157025255,11
2024-05-21,unilever_org,boost,8901571003129,255
2024-05-07,loreal_org,lorealprofessionnel,lorealprofessionnel,4
2024-05-01,unilever_org,lipton,8901030546471,1
2024-05-13,unilever_org,knorr,8901030461224,16
2024-05-02,hersheys_org,hersheys,6942836523451,1
2024-05-01,hersheys_org,hersheysexoticdark,F576573D234A7B928FC189A8D30976D6,40
2024-06-26,kcl_org,huggies,8904009618100,3
2024-05-06,itc_org,aashirvaadselect,8901725121242,5
2024-05-19,loreal_org,lorealparis,8901526592432,101
2024-06-24,itc_org,aashirvaadselect,8901725121228,3
2024-05-07,itc_org,aashirvaadselect,8901725121242,1
2024-06-24,nestle_org,maggi,4792024001069,1
2024-06-24,unilever_org,ponds,8901030638138,33
2024-06-24,unilever_org,ponds,0BBF982A7E7F2092C8C2A3875F760992,190
2024-06-25,nestle_org,nescafe,8766475634532,34
2024-05-09,nestle_org,nescafe,12374164,5
2024-05-05,itc_org,aashirvaadnaturessuperfoods,8901725106980,80
2024-06-30,loreal_org,garnier,8901526593699,90
2024-05-13,loreal_org,lorealparis,8901526592500,63
2024-05-03,colgatepalmolive_org,palmolive,8901314006172,3
2024-05-20,loreal_org,garnier,6970175255847,45
2024-05-02,loreal_org,lorealparis,6923700970449,549
2024-05-15,unilever_org,ponds,8901030681349,33
2024-05-09,godrej_org,protekt,8901023017988,1
2024-05-01,godrej_org,ezee,8901023005817,2
2024-06-31,loreal_org,lorealprofessionnel,83274652376434,109
2024-05-02,itc_org,aashirvaadnaturessuperfoods,8901725107000,215
2024-06-28,unilever_org,closeup,8901030608780,281
2024-06-24,colgatepalmolive_org,colgate,265B7B5FB08E7F8CC1BF6DB06F8ED3E7,3
2024-05-01,kcl_org,huggies,8904009616472,3
2024-05-13,loreal_org,garnier,8901526205066,46
2024-05-20,unilever_org,boost,8901571003556,195
2024-05-12,loreal_org,lorealparis,6923700966701,339
2024-05-18,unilever_org,smartpick,8901030603846,39
2024-05-02,mamaearth_org,mamaearth,8906087771593,190
2024-05-20,unilever_org,surfexcel,8901030641855,11
2024-05-15,mamaearth_org,mamaearth,8906087772859,1
2024-05-11,loreal_org,maybelline,6902395685692,557
2024-05-15,mondelezinternational_org,cadburybournville,8901233021706,58
2024-05-13,mamaearth_org,mamaearth,8906087771883,222
2024-05-04,loreal_org,lorealparis,8901526592449,51
2024-06-27,mondelez_org,cadburybournville,7622201505318,27
2024-05-05,loreal_org,maybelline,A47B74FF7E9190CE84C170EB64A77BEB,277
2024-05-13,godrej_org,hit,8901023010002,38
2024-06-27,loreal_org,garnier,6970175253638,254
2024-05-12,nestle_org,nangrow,8901058855845,20
2024-06-26,nestle_org,nescafe,12374164,46
2024-05-05,godrej_org,protekt,8901023023125,1
2024-06-23,unilever_org,kwalitywalls,0B8CC33257D414AA51AD51212AE18EAB,21
2024-05-18,colgatepalmolive_org,colgate,82347636274324,82
2024-05-21,unilever_org,lipton,8901030559297,413
2024-05-07,colgatepalmolive_org,colgate,8236542635462,1
2024-06-28,unilever_org,boost,8901030817281,14
2024-05-19,itc_org,aashirvaadselect,8901725121211,1
2024-06-26,unilever_org,boost,8901030834752,21
2024-05-10,colgatepalmolive_org,palmolive,8901314585608,4
2024-06-29,mondelez_org,cadburybournville,7622201505523,473
2024-05-16,unilever_org,surfexcel,8901030618321,13
2024-06-25,mamaearth_org,mamaearth,8906087772460,1
2024-05-13,godrej_org,ezee,8901023023323,1
2024-05-03,nestle_org,maggi,8901058866698,7
2024-06-31,nestle_org,maggi,8901058866742,6
2024-05-19,colgatepalmolive_org,colgate,32462354892578,2
2024-05-12,unilever_org,boost,8901571003129,206
2024-05-02,unilever_org,lipton,8901030577680,134
2024-05-11,gsk_org,sensodyne,8901571007905,34
2024-05-14,loreal_org,garnier,6923700942514,41
2024-05-15,unilever_org,surfexcel,8901030564215,29
2024-05-03,unilever_org,bru,8901030373930,5
2024-05-07,unilever_org,lipton,8901030559297,30
2024-06-31,unilever_org,bru,8901030574450,102
2024-05-13,unilever_org,boost,8901030834752,25
2024-05-16,unilever_org,horlicks,8901571009305,105
2024-05-05,unilever_org,lipton,8901030587917,865
2024-06-25,unilever_org,ponds,71AF3A33A81072627DA89A413C078F86,50
2024-05-21,unilever_org,ponds,8901030608612,91
2024-06-24,unilever_org,dove,8901030398421,385
2024-06-27,loreal_org,garnier,8901526204236,3000
2024-05-10,godrej_org,hit,8901023014291,49
2024-05-09,loreal_org,garnier,6970175253638,186
2024-05-03,unilever_org,ponds,0BBF982A7E7F2092C8C2A3875F760992,180
2024-05-01,itc_org,aashirvaadmultigrain,8901725121624,4
2024-05-07,mamaearth_org,mamaearth,8906087771593,240
2024-05-15,unilever_org,lipton,8901030752841,63
2024-06-26,unilever_org,horlicks,8901030807176,296
2024-05-15,shortlyst_org,shortlyst,8906087776796,2
2024-05-11,godrej_org,hit,8901157027020,8
2024-05-17,colgatepalmolive_org,palmolive,8901314508324,2
2024-06-26,loreal_org,lorealparis,3600523985470,6379
2024-05-18,godrej_org,genteel,8901023010569,1
2024-05-12,mondelezinternational_org,cadburybournville,7622201444747,255
2024-05-07,unilever_org,lipton,8901030559303,18
2024-05-04,godrej_org,hit,8901157025194,26
2024-05-19,unilever_org,vaseline,8A3ADA89A608369F464A3DC056A71E7B,105
2024-05-13,loreal_org,lorealprofessionnel,3474630587472,5
2024-06-31,loreal_org,maybelline,6902395682950,194
2024-06-28,unilever_org,vaseline,8901030713880,15
2024-06-31,loreal_org,maybelline,41554496963,124
2024-05-17,mamaearth_org,mamaearth,A1CDC1CDF3B46A72FB542FA769F654C3,1
2024-06-28,unilever_org,lipton,8901030577680,125
2024-05-19,loreal_org,matrix,8901526408009,8
2024-05-20,kimberlyclark_org,huggies,8904009600402,6
2024-05-10,itc_org,aashirvaadnaturessuperfoods,8901725106966,171
2024-05-20,unilever_org,horlicks,8901030807213,5607
2024-05-04,loreal_org,garnier,6970175255847,41
2024-05-22,unilever_org,surfexcel,8901030691386,138
2024-05-15,itc_org,aashirvaad,8901725101053,1
2024-05-20,godrej_org,hit,8901023019265,18
2024-06-24,unilever_org,vaseline,8901030659386,572
2024-05-13,loreal_org,lorealprofessionnel,1E371FA5B54CA8A033EDBDE458F0CD98,14
2024-05-07,nestle_org,maggi,8901058866698,24
2024-05-13,unilever_org,horlicks,8901571001989,123
2024-05-18,loreal_org,matrix,8901526407972,7
2024-05-21,nestle_org,maggi,8901058843200,3
2024-05-15,godrej_org,protekt,8901023018442,3
2024-06-27,colgatepalmolive_org,palmolive,8901314006158,1
2024-05-05,mondelez_org,cadburybournville,8901233021645,122
2024-06-30,loreal_org,maybelline,6902395706717,109
2024-06-29,itc_org,aashirvaadnaturessuperfoods,8901725106973,18
2024-05-18,shortlyst_org,shortlyst,8901030733888,2
2024-06-31,itc_org,fiama,8905110001300,1
2024-06-26,itc_org,aashirvaadnaturessuperfoods,8901725106997,56
2024-06-30,unilever_org,horlicks,8901030809446,123
2024-05-06,loreal_org,lorealprofessionnel,3474630587472,4
2024-05-22,itc_org,aashirvaadmultigrain,8901725121648,3
2024-05-11,unilever_org,horlicks,8901030820014,178
2024-06-24,unilever_org,kwalitywalls,756DDFFC0C390361F7D5F27BD2A09B8C,38
2024-05-17,nestle_org,maggi,8901058847420,66
2024-05-01,hersheys_org,kisses,9ABB1F8478115FC5A41B4059A19A22BD,7030
2024-05-18,itc_org,aashirvaadnaturessuperfoods,8901725107000,213
2024-05-20,loreal_org,garnier,6970175255885,43
2024-05-22,nestle_org,maggi,8901058847529,29
2024-05-18,unilever_org,ponds,8901030642838,49
2024-05-01,unilever_org,lipton,8901030752841,1
2024-05-18,loreal_org,matrix,8901526579167,9
2024-05-09,unilever_org,redlabel,8901030578182,2
2024-05-15,nestle_org,maggispicemix,8723452836542,2
2024-06-27,godrej_org,ezee,8901023009969,1
2024-05-02,godrej_org,hit,8901023014321,5
2024-05-10,loreal_org,lorealprofessionnel,3474636876129,3
2024-06-26,unilever_org,ponds,0BBF982A7E7F2092C8C2A3875F760992,29
2024-06-26,godrej_org,goodknight,8901157001136,23
2024-05-20,unilever_org,surfexcel,8901030618321,22
2024-05-15,unilever_org,knorr,8901030516283,36
2024-05-05,colgatepalmolive_org,colgate,8901314078216,1
2024-05-02,nestle_org,nescafe,823452436124,27
2024-06-27,unilever_org,ponds,8901030575655,38
2024-05-04,unilever_org,vaseline,980DB8F4609A3688FC1AAFF1FC4A0689,176
2024-06-26,gsk_org,sensodyne,8901571005833,1
2024-05-03,mamaearth_org,mamaearth,8906087773115,464
2024-05-06,mamaearth_org,mamaearth,8906087770671,536
2024-06-23,godrej_org,hit,8901023014284,4
2024-05-15,unilever_org,knorr,8901030609268,70
2024-05-22,mondelezinternational_org,cadburybournville,7622201505431,9
2024-05-11,unilever_org,knorr,8901030609268,136
2024-05-14,unilever_org,boost,8901030834752,19
2024-05-03,kcl_org,huggies,8904009614713,3
2024-05-18,unilever_org,smartpick,8901030728365,22
2024-05-01,nestle_org,milkmaid,8901058100600,98
2024-05-01,kcl_org,huggies,8904009618131,7
2024-05-02,shortlyst_org,shortlyst,5A2D7D1572A1B7D9794F8BDD5C619BCE,2
2024-06-29,hersheys_org,kisses,7326435483264,2146
2024-05-19,kimberlyclark_org,huggies,8904009600341,12
2024-06-26,unilever_org,dove,8901030825781,362
2024-05-04,loreal_org,lorealparis,3600523985470,7127
2024-06-24,colgatepalmolive_org,colgate,205E39D03364E42D864FDEC30DE5FB94,1
2024-06-24,loreal_org,matrix,8901526408047,2
2024-05-15,godrej_org,hit,8901157025170,20
2024-05-15,itc_org,itcmasterchefbasegravies,4727756783670,1
2024-05-16,godrej_org,hit,8901157025194,32
2024-06-31,hersheys_org,kisses,9ABB1F8478115FC5A41B4059A19A22BD,5482
2024-05-21,unilever_org,boost,8901030817281,20
2024-05-08,loreal_org,garnier,6970175255847,120
2024-05-22,unilever_org,boost,8901030834752,4
2024-05-13,loreal_org,garnier,6970175255885,49
2024-05-15,loreal_org,garnier,6923700927498,45
2024-05-07,unilever_org,boost,8901571005864,17
2024-05-02,unilever_org,closeup,8901030736278,1
2024-05-20,unilever_org,smartpick,8901030690396,26
2024-05-06,loreal_org,lorealprofessionnel,1E371FA5B54CA8A033EDBDE458F0CD98,6
2024-05-11,loreal_org,lorealprofessionnel,3474630587472,4
2024-05-12,nestle_org,maggi,8901058847505,100
2024-05-05,hersheys_org,kisses,B8C303EDA5CF5A845822C1214ACF1D05,2
2024-05-14,unilever_org,horlicks,8901571001989,105
2024-05-18,nestle_org,maggi,8901058844757,5
2024-05-08,unilever_org,cornetto,495494E1D8B013F1BFE602A81C963205,84
2024-05-15,unilever_org,knorr,8901030516337,25
2024-05-06,nestle_org,nescafe,8766475634532,2
2024-06-24,unilever_org,sunsilk,8901030610707,60
2024-05-01,kcl_org,huggies,8904009617295,4
2024-06-23,unilever_org,ponds,8901030638138,16
2024-06-29,unilever_org,vaseline,8901030659690,23
2024-05-03,unilever_org,horlicks,8901571009336,59
2024-05-04,unilever_org,smartpick,8901030684623,8
2024-05-08,godrej_org,ezee,8901023009969,1
2024-06-30,hersheys_org,kisses,E47633BF91AFCBFC1C31DF58507B0138,94
2024-05-12,godrej_org,genteel,8901023010569,1
2024-06-30,unilever_org,vaseline,55499B6B3D8E4AE219A5B1E86018267D,150
2024-05-22,kimberlyclark_org,huggies,8904009618261,3
2024-05-13,mamaearth_org,mamaearth,8906087771807,197
2024-05-21,unilever_org,cornetto,B5D4D8D4B1E3AF5FCAFFAFFEB63AEFA6,318
2024-05-01,godrej_org,protekt,8901023018442,1
2024-05-11,loreal_org,lorealparis,6923700966701,240
2024-06-30,unilever_org,lipton,8901030559297,45
2024-05-11,unilever_org,boost,8901571005864,24
2024-05-16,nestle_org,everyday,8901058844917,1
2024-05-12,unilever_org,redlabel,8901030578182,120
2024-05-08,colgatepalmolive_org,palmolive,8901314585608,1
2024-05-22,unilever_org,horlicks,8901030820014,85
2024-05-06,unilever_org,ponds,A4F4651F6E5819D94CE82D6EA6802939,68
2024-05-02,loreal_org,garnier,6970175255847,88
2024-06-23,unilever_org,ponds,8901030642838,32
2024-05-02,loreal_org,lorealprofessionnel,lorealprofessionnel,3
2024-05-19,unilever_org,comfort,8901030601323,11
2024-06-26,nestle_org,lactogrow,8901058888874,63
2024-05-02,colgatepalmolive_org,colgate,8901314116420,1
2024-06-28,mamaearth_org,mamaearth,8906087774754,576
2024-06-25,godrej_org,goodknight,8901023015007,5
2024-05-04,unilever_org,magnum,AF6F6142EFFA53C7E74681B2A0BC135D,14
2024-06-30,unilever_org,lipton,8901030559303,70
2024-06-31,unilever_org,horlicks,8901030809446,120
2024-05-02,loreal_org,garnier,6970175255885,45
2024-06-23,nestle_org,nescafe,82345625348312,16
2024-06-28,hersheys_org,kisses,51AE5A91F7647BEBBE6FEC851B0AFFCC,248
2024-05-04,hersheys_org,hersheysexoticdark,8234623462362,1
2024-05-22,loreal_org,lorealparis,6923700977264,9799
2024-05-03,loreal_org,garnier,6970175255885,57
2024-05-20,loreal_org,garnier,6970175253638,104
2024-06-27,unilever_org,cornetto,26C6F037E6BB46188050A29CE36B1659,256
2024-05-16,godrej_org,genteel,8901023010569,1
2024-05-08,unilever_org,knorr,8901030609251,96
2024-05-09,godrej_org,genteel,8901023009266,2
2024-06-23,unilever_org,ponds,9BF0E6BA3E23158DF840CEEBB28643DE,20
2024-05-06,mondelez_org,cadburybournville,7622201444747,433
2024-05-12,unilever_org,redlabel,8901030605086,1
2024-05-08,itc_org,aashirvaad,8901725101053,1
2024-05-16,loreal_org,maybelline,6902395781660,368
2024-05-14,itc_org,aashirvaadnaturessuperfoods,8901725106959,17
2024-05-02,unilever_org,lipton,8901030684777,825
2024-05-08,mondelez_org,cadburybournville,2E67301CBC4F14DC43F171C3731FB90D,20
2024-05-17,mondelezinternational_org,cadburybournville,2E67301CBC4F14DC43F171C3731FB90D,10
2024-05-19,unilever_org,lipton,8901030546488,81
2024-05-02,unilever_org,rexona,8901030574771,19
2024-05-11,nestle_org,nescafe,823452436124,8
2024-05-03,unilever_org,ponds,8901030707698,64
2024-06-30,itc_org,aashirvaadselect,8901725121242,3
2024-05-07,unilever_org,lipton,8901030587917,1351
2024-06-27,unilever_org,dove,DD900DCDB078272D91B0DFC31792A86E,184
2024-06-31,hersheys_org,hersheysexoticdark,38D0FC1C4DBBA3CBF3A2AD37917E56A7,321
2024-05-01,loreal_org,garnier,6970175255847,81
2024-05-13,gsk_org,sensodyne,SEN8761110283,6
2024-06-27,nestle_org,maggi,8901058866698,4
2024-05-20,unilever_org,boost,8901571000210,32
2024-05-13,unilever_org,knorr,8901030518225,24
2024-06-27,loreal_org,lorealprofessionnel,3474636391097,1
2024-06-23,unilever_org,closeup,8901030788055,279
2024-05-01,nestle_org,nescafe,8766475634532,15
2024-05-07,unilever_org,lipton,8901030546471,1
2024-06-30,unilever_org,sunsilk,8901030610554,15
2024-05-12,mondelezinternational_org,cadburybournville,8901233021706,54
2024-05-02,mamaearth_org,mamaearth,8906087770671,470
2024-06-30,unilever_org,boost,8901571003129,144
2024-06-31,unilever_org,vaseline,55499B6B3D8E4AE219A5B1E86018267D,45
2024-05-07,unilever_org,kwalitywalls,B5D4D8D4B1E3AF5FCAFFAFFEB63AEFA6,24
2024-05-11,unilever_org,horlicks,8901571002139,117
2024-06-23,nestle_org,maggi,8901058851304,9
2024-05-10,godrej_org,hit,8901023019029,174
2024-06-26,gsk_org,sensodyne,SEN4512001120,36
2024-05-06,unilever_org,knorr,8901030516283,32
2024-05-03,loreal_org,lorealparis,8901526592432,136
2024-05-07,unilever_org,smartpick,8901030603846,22
2024-05-11,mondelez_org,cadburyfuse,037E6AC82938E63D749D07F12AFEAD05,534
2024-05-16,unilever_org,rexona,8901030534713,216
2024-05-11,mamaearth_org,mamaearth,8906087773924,47
2024-05-11,nestle_org,maggispicemix,8723452836542,1
2024-05-11,kcl_org,huggies,8904009617295,5
2024-06-29,loreal_org,garnier,8901526205066,916
2024-06-28,itc_org,aashirvaadnaturessuperfoods,8901725106997,60
2024-06-27,loreal_org,kerastase,3474636471515,1
2024-06-27,godrej_org,ezee,8901023013478,1
2024-05-04,loreal_org,matrix,8901526579150,1
2024-05-08,kcl_org,huggies,8904009618131,8
2024-06-25,loreal_org,cheryls,9324623784,70
2024-05-11,loreal_org,cheryls,8901526406340,300
2024-06-31,unilever_org,lipton,8901030780028,197
2024-06-26,unilever_org,sunsilk,8901030610554,10
2024-05-08,unilever_org,vaseline,8A3ADA89A608369F464A3DC056A71E7B,162
2024-05-09,nestle_org,maggirecipe,F2014F81D385DBB669E8E30D727115D9,1
2024-06-30,kcl_org,huggies,8904009618124,2
2024-05-21,unilever_org,comfort,81623682147122E894F3F06614FB1034,38
2024-05-16,itc_org,aashirvaadmultigrain,8901725121624,6
2024-05-04,loreal_org,maybelline,6902395788751,339
2024-06-24,colgatepalmolive_org,colgate,8901314116420,1
2024-05-11,nestle_org,maggi,8901058847000,6
2024-05-19,loreal_org,matrix,8901526579150,5
2024-05-12,mamaearth_org,mamaearth,8906087772491,530
2024-05-06,itc_org,aashirvaadnaturessuperfoods,8901725106966,190
2024-06-26,mamaearth_org,mamaearth,8906087772491,478
2024-06-23,loreal_org,matrix,8901526852031,1
2024-05-02,unilever_org,horlicks,8901571003280,20
2024-05-04,unilever_org,lipton,8901030577680,121
2024-05-12,unilever_org,ponds,8901030707698,28
2024-05-21,unilever_org,redlabel,0A003241100FC24B99E4F573FB202011,9
2024-05-16,mondelezinternational_org,cadburybournville,8901233021645,56
2024-05-19,unilever_org,comfort,8901030649394,75
2024-05-05,colgatepalmolive_org,palmolive,8901314006141,1
2024-05-17,unilever_org,bru,8901030373886,11
2024-06-26,kcl_org,huggies,8904009600273,2
2024-05-06,nestle_org,maggirecipe,82346235427634,1
